text,toxic
rt pra tatuar rosto gata voc pode tatuar bunda ?,1
so un amigo p fechar camarote p ferrugem,0
"site pubkicarem , gado acredita .",1
"ah d licena timeline est passando macho gostoso maravilhoso , pessoa admirvel nessa pora , tambm conhecido amor vida consagrado kwjdkejdkekdke , pqp amo garoto , foder mano aaaaaaaaaaaaaaaa",0
"deus deus , traz sse mlc logo barcelona amor deus",0
"bora pr rive bom , to conta hoje",0
rt ainda bem q sabe q t parabns !,0
puta pariu jogo esseee,1
quer deixar puta gastar dinheiro almoo tendo comida casa,0
jojo toddynho aparece grande grossa f comentam parece pau taehyung,1
jogo tenso porra pqp ainda bem brasil ganhou slc surtei,1
bixona tava demorando p perceber kkkkkkkkkkkk,1
vai preso j j kkkkkkk,0
to ficando pele oleosa logo nessa ltima semana frias surgem vrias espinhas pqp,1
"kkkkk cr deu sinal acelerou poa , fdp kkkkk",0
j chegou primeiro depoimento lixo radioativo,1
analfabeto funcional . pqp .... est dizendo modus operandi esquerda brasileira . burro !,1
t bonitinho celular posto fica tudo arregaado,0
"medindo rgua ? verdade s vezes machuca . vcs andam mentindo . vc disse havia hacker , fonte interna , pego mentira . glenn diz vai morrer , faz festinhas , tira foto pavo usa crime . caiu casa , malandro",1
"queria ver des vitimas sociedade estuprasse , maltasse , singelamente , esquartejasse filha , sobrinha , parente vc ainda mesma opinio bostas merda caralho ! ! ! ! ! ! !",1
pmdb grande problema brasil .,0
to nada pra fazer ver keeping up with the kardashians sinceramente rico pra caralho deve bom,1
"vc pintar cabelo d rosa vai ficar parecendo vaca rodrigues , mylena .",1
olavo carvalho diverge relao .. ! papo desgraado sobre cu ... to .,1
"choque gesto dnit , reduo ndices criminalidades , nova previdncia , liberdade economia , combate fraudes ins . brasil real , entretanto , noticia grandes veculos comunicao , importa embaixada , paraba bruna surfistinha",0
naruhina stan sasusaku stan esto chorando neste exato momento,0
ultimamente to sensvel pqp chorando tudo,1
ruim beber cerveja muita vontade ir banheiro toda hora,0
"nao amigo , apenas nao adianta discutir fantico bandido . dia 25 julho 1966 fernando santa cruz , explodiu bomba aeroporto guararapes , recife , matando duas pessoas ferindo dezena . cade respeito vitimas ? terrorista q foda .",0
"i have question puta msica sobre gesto age oq fez camila sentir , vocs juram pra uma meninas s pra alimentar rivalidade vocs inventaram exposingmindustry",0
pqp kkkkkkk,0
n quero saber gringo q pras secret session ok di ok parem,0
"desci esqueci carteira , inclusive chave porta . idiota . sorte fica chave mestra recepo",1
rt custava nada m frias escola txica caralho,1
caralho aguento viajar pq famlia aquieta porra cu,1
todo dia christian puto daddy,0
rt kkkkkkkkkk s coisinhas leve,0
juanfran sozinho maior pattico mineiro . kkkkkkkkkkkkkkkkkk,1
"cara botou bolsa barriga bozo caso outra facada . tiro. , ?",1
"vagabundo deixou amg baleado , osso baleia",1
s quero sair desse hospital,0
caralho acordaram,0
putinha cap fusca kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
"amanh ! enfrentam indepa , rdio mina bola rola cedo 13h bastidores 14h bola premiada 16h30 jornada esportiva 19h atltico x cruzeiro sintonize ! todo primeiro time rdio esperam !",0
ministro bolsonaro grita bingo rapidinho completando toda lista ...,0
"parace at futebol daqui rua antigamente , porra comia solta",0
tudo comentar importa personalidade s dizer vocs so un cu doce personalidade importa vocs nunca vo algum achem atraente lol poupemme,1
voc fetiche rola grande ? kkkkkkkkkkkkk,1
rt chapu pudesse tacava rojo cu mandava p lua,1
infelizmente,0
nasci cu ...,1
t morrendo rachel mentindo q assistiu filmes mcu maior cara pau kjkkk pode admitir rachel q vc s quer beijar mulheres gnt ja sabe,1
ridcula kkkkkkkkkkkkkkk,1
"pf deflagra operao prender hacker , legitima ainda informaes .",0
votem amigo squad,0
"jovem pan faz conhecido antijornalismo . questo saberem verdade , sabem , puro simple questo carter . maucaratismo l abunda . idiota ouve .",1
"pessoas leem manual videok7 , acha vo ler entender manual carro ? surpreenderia maioria vezes problema causou acidente est dentro carro . concordo menos gente usando carros !",1
pensa algo deixa felizinha tento fazer,0
seleo feminina vlei jogou caralho,0
"sempre caio mo gente manipuladora vontade isolar caralho ngm trata humano , trata brinquedo prmio consolao q pessoas usam dizem q ajudaram s pra usar contra vc",1
ta brincadeira ? ?,0
"gostam ligam palavra gnio mal , menos hitler , comentrio nazista postagem , fato",0
s tomo cu jogar bola pra distrair pouco machuquei p andar to conseguindo olha condio,0
kkkkkk comearam rir devem ter pensado pqp jk falou merda,1
super certa opinio . stfvergonhanacional,0
porra kkkk,0
rt branco vergonha raa pqp,0
"rt meme , deus livre",0
rt objetivo quebrar gata meio obstculo,1
"ficar casa final semana torturante pra mim , puta pariu mano , s estresse",0
"provas so credibilidade folha , veja , el pais buzzfeed ! buzzfeed ! hahahahahahaha alm duas fontes annimas ! claro ! piada ! matria tpica credibilidade buzzfeed hahahahahahahahax999 ttulo sensacionalista contedo zero ! piada !",0
olha hora pedi feijoada ifood t imensa desse jeito,0
"continuum q vai tomar facada kkkkkk kkkkkkkkkkkkkkkkkk q , tadin mim",0
nunca vi histria brasil presidente to desprovido educao ! cad emprego presidente ? espero mande comer gente !,1
rt caralho kkkkkkk,0
vai toma cu moral falta considerao parente eh pior q tudo,1
ninguem caralho ta tirando,1
alguma amiga fala gostou cara,0
"ui mano , gosta devassa s compra carai",0
falo corro,0
tia ligando p prima q disse q ia chegar c 200 ta ate agora rua cade voce filha puta parece gosta irritar,1
carla deu quebrada pra valetia pqp,0
"odeio cristina , odeio gente pqp",1
"depresso foda , pqp parece porra bjs chiclete gruda cabelo",0
creio hoje festa aniversrio frio .. tnc,1
almoo nada saudvel delicioso animou pra seguir dia estudar resto,0
rt melhor muita gente,0
"rt tipo musica reala voz jiwoo , parece feita pra",0
cidade maldita nada pra pessoa fazer,1
juro pra vcs nn aguento feia,0
vou assistir sozinha queria assistindo,0
ana cristina abalada,0
"torcedor jogador tudo envolve time s pode doente , possvel colocar time gigante , time mximo grande",1
pqp so vem,1
"editorial ? gargalhadas infinitas acho melhor ler processo trabalhista contra voc falta pagamento exempregados , comunista araque ...",1
"poi diga , vc nao sabia q paraiba residencia ? kkkkkkkkk",0
"memria sexual parada bizarra .. t fazendo bagulho nada ver , nada ... p ! ! lembrou ..... fudeu lembrei tosa feio avoei ai fudeu",0
to rindo cara pau tero ter feito brincadeira cmg hoje vida so eh dura pra eh mole msm,0
tbm n seeeeiiii,0
"t sentindo lixo , s queria morre",1
foda ver oas comemorando j gremio estdio . burro !,1
"s fala porque pro flamengo , mauro . clubismo cega vezes . cara maior campeo histria , jogadores futebol , ttulos pel ainda melhor lateral direito mundo .",1
q cansou igual ? algum junta ai pfv,0
mulher comeo tava vibe tao boa sabe ai meio pro fim kkk ainda q ouvir macho dizendo q pinto ficava to duro ? ? ? ? ? ? ?,1
s gostaria ler metamorfose porra .,1
pqp q calor infernoo,1
algum segura viadinho caralho pq vou dar cara,1
s presta carioca,0
pra bater,1
pqp amoooooo mpn nowunited uniters marinaruybarbosa,1
"lngua ta inchada igual po , vtnc",1
piriguete nick s duas,1
deve mecanismo governo local cessar procriao .,0
"rt aqui , sai vir apanhar , preparate",0
"rt amor coisa nasce dentro gente . , vive doenteeee",0
rt hora s 01 coisa q quero sabe,0
voleinaglobo ai caralho,1
ia fazer piada signo falta conhecimento,0
"nada , fdp",1
kkkkkkkkkkkkkk jornalismo bosta brasil,0
"piloto dava un soco chutava pra van , desgraado",1
"foto vdeo ? edu amigo , ontem 01. educhociay",0
"gente , menina louca , s pode louca verdade fez pra ganhar ateno destruir auto estima outras pessoas",1
"koe faz un cropped to ajudando vender , 15 reais cada , enquanto p osasco conseguir ir qualquer estao cptm puderem dar rt p divulgar , agradeo , eh nois",0
vou mandar pra pqp,1
rt domingo esperando bezzerrinhos vir mamar nessa rola,1
azia caralho,1
rt namorado ftima bernardes entrevista mulher whindersson nunes .,0
"rt mto caro , prefiro chupar piroca q graa gostosa",1
"oh petros quer infarta n , possvel",0
rt tira natlia quadra porraaaaaa bicho burro caralho,1
rt puder ajudar favor ajude,0
milhes beijos,0
bicha lgrimas sangue,1
"pessoal , acabamos resgatar pequena enquanto estvamos indo p abrigo . correndo carros , cuma patinha levantada mancando . achamos havia fratura , s susto ! iremos castrar , vacinar 10 dia pronta adoo . p mdio znsp .",0
lara estefania alessandra faam favor decidir turmas gente vai pegar logo,0
n sei eh passar ..,0
mano vai fuder q coisa ridcula,1
"caralho , at meme d certo , radioatividade",0
rt acho nica pessoa campos vai nenhum show hoje,0
peguei mania escrever h final palavras zoandoh agora nao consigo parar,0
vedevaldo indo abi rio aguardava posvo decente . assim cada canto q .,1
atravs deste link voc cadastra compartilha link ganha dinheiro atravs clique link inscreve h tambm tarefas perguntando deixe nmero telefone totalmente gratuito,1
pra idiota basta gritar nuna nivre . stfsoldadovermelho stfvergonhanascional stfosintocaveis,1
"professora portugus surtada dm j chegou hj dando visto , filha j passei ano",1
"to chorando dio tristeza . podem fazer beb ? md mano q gente ruim merecem , nenhum artista merece",0
"dia formatura jungkook taehyung comprou buqu flores todo feliz s pra presentear , bighit pau cu nao deixou fez outra pessoa entregar claramente queria fazer , restante vdeos taehyung aparece triste chateado",1
"ah , irmo , vai tomar cu .",1
to trmente acordei primeira coisa q fiz vim aq ver runha iu aihssjjsjsbwbsjsj caralho ta perfeito aaaaaaaaaa esmurro primeiro beijo pqp,0
agora s dedo cu gritaria,1
rt queria ta falando co porra vai pega toda coberta ? pra pessoa gosto,0
quer ter filho cu ento filho puta,1
pqp msm querendo vir nesta merda,1
"porra , ossada ...",0
mt bom ter filho,0
olho ? toma cu coisa linda kkkkkkk brigada,1
voc ressecada cortada cada ia trosso,0
br partiu pegar prainha kkkkkkk brinca mt,0
rt perfeito pqp mtvhottest billie eilish,1
eae amizades frio porra,1
"amigo amam comida , pq comeram irm ainda ... puta pariu",1
mano pqp t ficando nervosa,0
"disse q n acho legal f surtados exagerados , l direito",0
"tudo q vai , dia volta ... aiaiai",1
rt metia socao boca desse menino senhora,0
tudo funciona bem lado povo bem perseguio pessoas carregam coraes dio to grande quer pensam deus est acima tudo todos ? acho exatamente frase incomodam querem drs razo,1
"rt boca disputada carai , quero parece at emprego",0
rt braaaabo pqp,1
"porra mulher doida mandou monte mensagens apagou , mandei oi pra sabe lana ? crlh pergunto kkkkkkk tnc bloqueou respondeu , t dizendo ! ! ! !",1
contei parada pra mayara hoje bicha ficou nervosa viu,0
falo nada tambm vsf esgotou pacincia,0
to puta q acordou voltou dormi ! perdi soninho,0
mundo nojento dm pqp,0
vou fazer foto raba garota gosto,1
"bolsonaro corja moldam verdade maneira , portanto mentira . colocam , ento , fanticos bblia comisso verdade , acabar . milicos , cuja especialidade mentir chamam contrainteligncia .",1
ansiedade lixo,0
rt fico puta vou stalkear algum s meme,1
rt vagabundo pista perde pouca coisa,1
"jp devia ter vergonha cara tirar fefrito edgard morning show . s caiu pra zero audincia causa caio , tirar caio , fica audincia negativa ! parece piada , doi so to ruin podem , , negativar !",1
vai fazer birra casa caralho,1
deixa empatar pqp voleinaglobo,1
n pego ngm,0
"f maluca caralho , vai procurar terapia kkk",1
"volta pro lugar sempre , veste roupas p dormir friooo",0
"amigas pai falaram cmm muita sapato , la 11 ano acreditou . hoje 50 meninas tbm so pqp",0
abel braga admite ter pedido arrascaeta torcida manda tomar c pergunta algum pediu velho flamengo,1
"pessoal frequenta ensino noturno levar pitinhas , crianas jardim zoolgico ensino diurno . ah ! tambm conhecida escola putas pessoal mete toda raparigas nesse saco !",1
s resta kkkkkkkkkkkkkkkkkkkk,0
"saiu vasco causa salrios atrasados , agora vai ir p time salrio paga . kjjkkkk q fuder msm",1
sim mano kkkkkkk,0
"carai vida trabalhoestudosestgio j t acabando cmg , s chamego pra recuperar energia",0
"rt caralho olha ali 6,99 tudo , preciso ir",1
amiga euzinha nyl fazem promo ainda maldito,0
cu demais,1
fds vo todos caralho mano,1
q chegar casa primeiro kk,0
nao nasci pra desenhar serio olha lixo trabakho historia vou tirar 0 ajida,0
ar r gacho d cu fala tch ... diadeflu,1
rt sofrido brasil porra !,1
linda pra cacete mano,1
tiroteio alarme pra ir pra casa kkkk,1
"tudo confuso dentro voc , saia cena . imaginese observando vida . olhe voc , pensa sente . julgue , apenas olhe irradie amor clareza . passos transcender mente toda iluso cria .",1
pode falar oque ligo pra porra nenhuma,1
"valeu padrim , pegar uma dica realismo c vc",0
caralho deusa,0
sabe navegador mrio usa computador ? yahoo ! ! fazer voz mario,0
aqui vez,0
mto ridicula,0
"sim , ministro canalha condenado fraude policiais militares paulistas cavalos ogros q comandam icmbio , transferiram maior oceangrafo brasil unidade ibama serto nordestino , onde mar . .",1
agora follow vem porra mpn nowunited uniters,1
"vocs medem quanto to tremendo frio , caralho",1
"tt sofrendo pq allan mandou email plano aula , sinto inferno s t comeando , queria dizer lenda urbana infelizmente real terror todo",0
clica caralho,0
puta pariu bct amo myo poraaaaa ahhhhhhhhhhh amor vida dona dona cada cm corpo,0
"to usando conta spotify ? haushaushhshd deus sim , filho puta nocao",1
mano pai desse cara ia virar avesso tanto ia bater,1
queria mandar geral toma cu,1
"tambem , olha jules falando ama rue",0
julieta contar sobre brbara aaaa pqp,0
n aguento tosse gripe pqp,1
"cdigo ta feito , candidatura p universidade tambm",0
"todos dia luta diria sade mental , insegurana culpa nariz , saber s ter dinheiro pra pagar felicidade , recuperar autoestima assim ter . difcil . consigo descrever ficaria realizada fizesse",0
"dominique dando idia fazer depilao cera , di ? kk",0
pssima atriz consigo fingir algo incomoda sendo incomoda sim poi cara j diz tudo,0
cala boca bolsominion pau cu !,1
sei mano jeito sofro manips diferente,0
pode elogiar ja perdem ritmo pqp voleinaglobo,0
"oh 100or tira vontade chamar menino gosto pra conversar sobre sentimentos , pq sei humilhao vem",0
"u , outras m imagina ano . boywithluv army bts mpn",0
"caralho , colocar pato ai chega engraado kkkkk",1
rt caralho assim ? ? ? ? ? ? ? ? ? ? ?,0
puta pariu q corrids foda,1
"fazer fumo cuspo , fazer cuspo fumo . puta pariu antibrunismo , alimentado criminosos , ignorantes , raio q partiu sporting , q colo q brinque terrorismo tribunal . puta q pariu futebol portugus . ide longe vista .",1
tentar tirar foto feia,0
todo mundo t fazendo strogonoff nesse sbado menos vsf,0
"vrdd kkk to disso , bateo cabea deixo pra , quero paz r",1
"puta pariu suzi med filhote frequenta pracinha saiu correndo desembestada jeito nunca feito , fez correr 6 quadras atrs , quase infartar pnico exausto agora olha quase matado corao",0
"chega manifestaes gerais brasil , sob risco comearem ficar ridculas incuas . exatamente , s resta manifestao apenas braslia , nenhum outro lugar . milho pessoas braslia gritando stf ! pec bengala j !",0
pqp 4 ladybug md vou assistir vai agr,0
vai the noite,0
dia chacal fiquei puta,0
"ngc f malucas mano , s doentes acham certo vai fuder , bando menina doente",1
"rt fraco , frgil estupido pra falar amor",1
vc t vendo onde ?,0
at hj todo mundo nota caminho meio torta,0
